chanel,time,question,answer,intent,confidence
,2020-08-13 10:49:22.133903,Nhưng không có tiền,,chitchat,0.7332823872566223
,2020-08-13 10:49:22.138715,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
Tester,2020-08-13 10:49:06.434581,,,,
,2020-08-13 10:49:06.446813,hi guy,,greet,0.9986351728439331
,2020-08-13 10:49:06.449666,,"Xin chào, mình là MeeyBot. Mình có thể giúp gì cho bạn ạ?",,
,2020-08-13 10:49:17.596426,bot là cái gì,,chitchat,0.9999808669090271
,2020-08-13 10:49:17.600545,,Tên mình là MeeyBot :),,
,2020-08-13 10:49:32.477518,em bao nhiêu tuổi rùi,,chitchat,0.9994229078292847
,2020-08-13 10:49:32.485579,,Hiện tại mình quên mất mình mấy tuổi rồi ấy ạ!,,
,2020-08-13 10:49:42.764377,thế e là gái à,,chitchat,0.9917200207710266
,2020-08-13 10:49:42.767477,,Giới tính bí mật ạ :),,
,2020-08-13 10:49:57.562609,bot hẹn hò với a ko,,out_of_scope,0.772233247756958
,2020-08-13 10:49:57.566958,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:50:08.756330,thế phạm vi của bot là gì,,chitchat,0.9948065280914307
,2020-08-13 10:50:08.760216,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:50:23.022463,chán bot nhỉ,,chitchat,0.7369270920753479
,2020-08-13 10:50:23.026593,,"Eo, thế không hay tí nào đâu.",,
,2020-08-13 10:50:41.267198,hôm nay thời tiết chán quá,,chitchat,0.9985004663467407
,2020-08-13 10:50:41.270844,,Hiện tại mình vẫn chưa có khả năng đưa ra thông tin về thời tiết ạ. Bạn thông cảm nha!,,
,2020-08-13 10:50:44.018369,mưa suốt,,chitchat,0.9998313784599304
,2020-08-13 10:50:44.022003,,Hiện tại mình vẫn chưa có khả năng đưa ra thông tin về thời tiết ạ. Bạn thông cảm nha!,,
,2020-08-13 10:51:04.072050,nắng lại rồi,,chitchat,0.9999975562095642
,2020-08-13 10:51:04.077327,,Tên mình là MeeyBot :),,
Tester,2020-08-13 10:49:22.720393,,,,
,2020-08-13 10:49:22.731645,Hey,,greet,0.9977385401725769
,2020-08-13 10:49:22.734515,,"Xin chào, mình là MeeyBot. Mình có thể giúp gì cho bạn ạ?",,
,2020-08-13 10:49:32.263998,Ăn cơm chưa,,chitchat,0.9394688010215759
,2020-08-13 10:49:32.267042,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:49:56.724538,Mua đất,,user_need_help,0.7226225733757019
,2020-08-13 10:49:56.727777,,"Xin chào, mình là MeeyBot. Rất vui khi được hỗ trợ bạn.",,
,2020-08-13 10:50:19.560819,Mua đất thế nào,,user_need_help,0.34254762530326843
,2020-08-13 10:50:19.564321,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 10:50:29.191291,Mua nhà,,how_search_info,0.9995731115341187
,2020-08-13 10:50:29.196119,,"Để tìm kiếm, bạn nhập từ khoá vào thanh công cụ tìm kiếm, hệ thống tự động đưa ra các kết quả tìm kiếm dựa trên từ khoá đã nhập.
• [Mua/ Bán Nhà Đất](https://meeyland.com/mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/sang-nhuong-nha-dat)",,
,2020-08-13 10:50:38.299170,Đi ngủ,,out_of_scope,0.9872748255729675
,2020-08-13 10:50:38.303527,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 12:39:12.615929,Hey,,greet,0.9977385401725769
,2020-08-13 12:39:12.620875,,"Xin chào, mình là MeeyBot. Rất vui khi được hỗ trợ bạn.",,
,2020-08-13 12:39:30.159683,Đi ngủ chưa bé,,out_of_scope,0.9998677968978882
,2020-08-13 12:39:30.165119,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 12:39:46.773283,Bao tuổi rồi bạn,,chitchat,0.9999867677688599
,2020-08-13 12:39:46.776950,,Hiện tại mình quên mất mình mấy tuổi rồi ấy ạ!,,
,2020-08-13 12:39:57.994513,Trai hay gái,,chitchat,0.9978989362716675
,2020-08-13 12:39:57.998316,,Giới tính bí mật ạ :),,
,2020-08-13 12:40:16.167416,Meey là gì,,chitchat,0.974514365196228
,2020-08-13 12:40:16.171330,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.",,
,2020-08-13 12:40:44.568979,Meey invest đâu rồi,,faq,0.9880919456481934
,2020-08-13 12:40:44.576818,,"Trụ sở chính của Meey Land tại Hà Nội: Toà nhà 97-99 Láng Hạ, Đống Đa, Hà Nội.",,
,2020-08-13 12:41:06.325781,Meeyland bao nhiêu năm rồi,,faq,0.9999168515205383
,2020-08-13 12:41:06.329875,,"Meeyland đang hoàn thiện sản phẩm nên chưa có số liệu thống kê cụ thể cho anh chị được, khi nào có bên em sẽ thông báo lại cho anh chị.",,
,2020-08-13 12:41:28.124015,Meeyland có mấy văn phòng,,faq,0.8136908411979675
,2020-08-13 12:41:28.128923,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.",,
,2020-08-13 12:41:49.155475,Ceo meeyland,,faq,0.9999997615814209
,2020-08-13 12:41:49.163486,,"CEO/Founder Hoàng Mai Chung – Chuyên gia Bất động sản với 20 năm kinh nghiệm quản lí và điều hành doanh nghiệp, và rất nhiều năm kinh nghiệm trong lĩnh vực bất động sản, công nghệ thông tin, đã từng đạt được nhiều giải thưởng cúp vàng cho doanh nghiệp.",,
,2020-08-13 12:42:01.969862,Tùng,,user_need_help,0.2166689783334732
,2020-08-13 12:42:01.974296,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 12:42:19.730469,Mua nhà,,how_search_info,0.9995731115341187
,2020-08-13 12:42:19.734945,,"Để tìm kiếm, bạn nhập từ khoá vào thanh công cụ tìm kiếm, hệ thống tự động đưa ra các kết quả tìm kiếm dựa trên từ khoá đã nhập.
• [Mua/ Bán Nhà Đất](https://meeyland.com/mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/sang-nhuong-nha-dat)",,
,2020-08-13 12:42:34.346797,Bất động sản,,greet,0.6578764915466309
,2020-08-13 12:42:34.352980,,"Chào bạn, mình là MeeyBot. Mình giúp gì được cho bạn ạ!",,
,2020-08-13 12:42:50.053358,Đất,,out_of_scope,0.2855742871761322
,2020-08-13 12:42:50.061122,,Xin lỗi mình không hiểu ý bạn ạ.,,
Tester,2020-08-13 10:59:13.593658,,,,
,2020-08-13 10:59:13.611022,Hi,,greet,0.999026894569397
,2020-08-13 10:59:13.614762,,"Chào bạn, tên mình là MeeyBot. Bạn cần mình giúp gì không?",,
,2020-08-13 10:59:44.105671,Hi,,greet,0.999026894569397
,2020-08-13 10:59:44.108692,,"Xin chào, mình là MeeyBot. Rất vui khi được hỗ trợ bạn.",,
,2020-08-13 10:59:51.734703,Hi,,greet,0.999026894569397
,2020-08-13 10:59:51.737792,,"Chào bạn, tên mình là MeeyBot. Bạn cần mình giúp gì không?",,
Tester,2020-08-13 11:00:43.546834,,,,
,2020-08-13 11:00:43.561313,Xin chào,,greet,0.9979298710823059
,2020-08-13 11:00:43.566594,,"Chào bạn, mình là MeeyBot. Mình giúp gì được cho bạn ạ!",,
Tester,2020-08-13 11:05:28.323911,,,,
,2020-08-13 11:05:28.340708,Chào,,greet,0.9984886646270752
,2020-08-13 11:05:28.344467,,"Chào bạn, tên mình là MeeyBot. Bạn cần mình giúp gì không?",,
,2020-08-13 11:05:36.820553,cần,,how_search_info,0.43470823764801025
,2020-08-13 11:05:36.824033,,"Để tìm kiếm, bạn nhập từ khoá vào thanh công cụ tìm kiếm, hệ thống tự động đưa ra các kết quả tìm kiếm dựa trên từ khoá đã nhập.
• [Mua/ Bán Nhà Đất](https://meeyland.com/mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/sang-nhuong-nha-dat)",,
,2020-08-13 11:06:02.930201,Bạn bao nhiều tuổi ?,,chitchat,0.9999961256980896
,2020-08-13 11:06:02.933828,,Hiện tại mình quên mất mình mấy tuổi rồi ấy ạ!,,
,2020-08-13 11:06:11.686181,lạy,,chitchat,0.5493878722190857
,2020-08-13 11:06:11.689843,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,...",,
,2020-08-13 11:06:16.640825,ok,,affirm,0.46959033608436584
,2020-08-13 11:06:16.643950,,Bạn có thắc mắc hay cần giúp đỡ gì nữa không ạ,,
,2020-08-13 11:06:31.492535,có chứ,,affirm,0.9746662974357605
,2020-08-13 11:06:31.495800,,Vâng ạ,,
,2020-08-13 11:06:31.498776,,Rất vui khi được phục vụ bạn :),,
,2020-08-13 11:06:50.335839,MeeyLand tốt không ?,,canthelp,0.5004861950874329
,2020-08-13 11:06:50.340913,,Xin lỗi vì không thể giúp bạn.,,
,2020-08-13 11:07:00.789791,tại sao ?,,request_explain_more,0.9987213611602783
,2020-08-13 11:07:00.793618,,"Xin lỗi, bot chỉ hỗ trợ bạn được như vậy thôi ạ!",,
,2020-08-13 11:07:00.796906,,"Vui lòng liên hệ với bộ phận Chăm sóc khách hàng để được hỗ trợ nâng cao ạ: 
• Gọi đến tổng đài theo số hotline 08.69.09.29.29 
• Gửi mail yêu cầu hỗ trợ tới địa chỉ “contact@meeyland.com” 
• Chat với 'Chăm sóc khách hàng'",,
,2020-08-13 11:07:07.887739,?,,how_download_or_view_st,0.496086984872818
,2020-08-13 11:07:07.892122,,"Để tải Ứng dụng MeeyLand, truy cập vào link dưới đây nếu:
• [Phiên bản cho thiết bị IOS](https://apps.apple.com/vn/app/id1520155172) như Apple
• [Phiên bản cho thiết bị Android](https://play.google.com/store/apps/details?id=com.meeyland.app) như Samsung, LG, Oppo,...",,
,2020-08-13 11:07:24.433025,Có nhiều người dùng ko ?,,chitchat,0.9838854670524597
,2020-08-13 11:07:24.438574,,"Meeyland đang hoàn thiện sản phẩm nên chưa có số liệu thống kê cụ thể cho anh chị được, khi nào có bên em sẽ thông báo lại cho anh chị.",,
,2020-08-13 11:07:37.940323,Trong bao lâu,,chitchat,0.445662260055542
,2020-08-13 11:07:37.946019,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 11:07:55.486550,Ta là khi nào phản hồi lại ?,,chitchat,0.9980234503746033
,2020-08-13 11:07:55.490627,,Chắc khoảng 3023 năm nữa là bạn có người yêu thôi :D,,
,2020-08-13 11:08:08.594380,lạy,,chitchat,0.5493878722190857
,2020-08-13 11:08:08.598479,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,...",,
,2020-08-13 11:08:29.145406,Biết rồi,,chitchat,0.9956128597259521
,2020-08-13 11:08:29.150786,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 11:08:40.468509,làm sao để nạp tiền nhỉ ?,,how_transfer_money_to_account,0.9998636841773987
,2020-08-13 11:08:40.476055,,"Tại meeyland.com, bạn có thể nạp tiền bằng hình thức như sau:
• Nạp tiền qua VNPAY;
• Nạp tiền vào tài khoản qua Internet Banking và chuyển khoản tới số tài khoản đại diện của Công ty cổ phần tập đoàn Meey Land;
• Thanh toán tại văn phòng
Chi tiết xem tại đây: ….. (chèn link điều hướng sang video/file hướng dẫn nạp tiền)
",,
,2020-08-13 11:08:56.767605,bị lỗi nạp tiền ?,,how_transfer_money_to_account,0.40871864557266235
,2020-08-13 11:08:56.772241,,"Tại meeyland.com, bạn có thể nạp tiền bằng hình thức như sau:
• Nạp tiền qua VNPAY;
• Nạp tiền vào tài khoản qua Internet Banking và chuyển khoản tới số tài khoản đại diện của Công ty cổ phần tập đoàn Meey Land;
• Thanh toán tại văn phòng
Chi tiết xem tại đây: ….. (chèn link điều hướng sang video/file hướng dẫn nạp tiền)
",,
,2020-08-13 11:09:10.613499,bao lâu tiền về ?,,chitchat,0.9917578101158142
,2020-08-13 11:09:10.619010,,Bạn cứ để mình giữ hộ cho :3,,
,2020-08-13 11:09:17.890805,ok,,affirm,0.46959033608436584
,2020-08-13 11:09:17.895346,,Bạn có thắc mắc hay cần giúp đỡ gì nữa không ạ,,
,2020-08-13 11:10:26.415447,Có,,affirm,0.9935773611068726
,2020-08-13 11:10:26.420299,,Vâng ạ,,
,2020-08-13 11:10:26.425930,,Rất vui khi được phục vụ bạn :),,
,2020-08-13 11:10:35.506786,Bạn có ny chưa,,deny,0.9892415404319763
,2020-08-13 11:10:35.514726,,Xin lỗi mình không hiểu ý bạn ạ.,,
Tester,2020-08-13 11:12:44.275571,,,,
,2020-08-13 11:12:44.288697,Hi,,greet,0.999026894569397
,2020-08-13 11:12:44.291637,,"Xin chào, mình là MeeyBot. Mình có thể giúp gì cho bạn ạ?",,
,2020-08-13 11:13:21.527062,Mình Muốn tải app meeyland,,how_download_app,0.9999704360961914
,2020-08-13 11:13:21.530724,,"Để tải Ứng dụng MeeyLand, truy cập vào link dưới đây nếu:
• [Phiên bản cho thiết bị IOS](https://apps.apple.com/vn/app/id1520155172) như Apple
• [Phiên bản cho thiết bị Android](https://play.google.com/store/apps/details?id=com.meeyland.app) như Samsung, LG, Oppo,...",,
,2020-08-13 11:13:44.261731,Meeyland là gì,,faq,0.9143445491790771
,2020-08-13 11:13:44.264968,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.",,
,2020-08-13 11:14:59.430441,Khi nào meeyland IPO,,faq,0.8847213387489319
,2020-08-13 11:14:59.433719,,"Meey Land định hướng sẽ là một tập đoàn phát triển toàn cầu theo mô hình nhân bản và nhượng quyền thương hiệu. Bằng việc dẫn đầu thị trường và tạo ra sự khác biệt trong việc ứng dụng công nghệ vào lĩnh vực Bất động sản, Meey Land sẽ trở thành thủ lĩnh dẫn đầu trong lĩnh vực này trong thời gian rất ngắn.",,
